Organization_Site,Country,Data_type,Data_level,Age_range_low,Age_range_high,Numerator,Denominator,Percent,Estimates,TB_Type1,TB_Type2,TB_Type3,TB_Type4,Gender,Population1,Population2,Population3,CDR,Comments,Data_Year_Min,Data_Year_Max,Data_source
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,155,896000,0.00017,,SS+,,,,Female only,Community,,,,"
In El Alto",2012,2012,"
Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,59,896000,0.00007,,SS-,,,,Both,Community,,,,"
In El Alto",2012,2012,"
Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,42,896000,0.00005,,SS-,,,,Male only,Community,,,,"
In El Alto",2012,2012,"
Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,17,896000,0.00002,,SS-,,,,Female only,Community,,,,"
In El Alto",2012,2012,"
Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,209,896000,0.00023,,EPTB,,,,Both,Community,,,,"
In El Alto",2012,2012,"
Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,129,896000,0.00014,,EPTB,,,,Male only,Community,,,,"
In El Alto",2012,2012,"
Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,80,896000,0.00009,,EPTB,,,,Female only,Community,,,,"
In El Alto",2012,2012,"
Site data"
Laboratoire de Bacteriologie-Virologie du Centre Hospitalier Universitaire Aristide le Dantec,Senegal,LTBI prevalence - IGRA,Site,19,50,17,495,0.03434,,,,,,Both,HIV+ population,Trial (clinical),,,"
35.88 yo is mean age of infection",2015 05 18,2015 05 18,"
C-030-485"
Laboratoire de Bacteriologie-Virologie du Centre Hospitalier Universitaire Aristide le Dantec,Senegal,LTBI prevalence - TST,Site,19,50,70,495,0.14141,,,,,,Both,HIV+ population,Trial (clinical),,,"
TST => 5 mm",2015 05 18,2015 05 18,"
C-030-485"
Londisizwe Research Centre,South Africa,HIV incidence,Site,15,49,85,608,0.1398,,,,,,Both,Community,,,,"
Excluding ANC",2014,2014,"
Overport Clinic Data"
Londisizwe Research Centre,South Africa,HIV incidence,Site,15,49,26,227,0.1145,,,,,,Male only,Community,,,,,2014,2014,"
Overport Clinic Data"
Londisizwe Research Centre,South Africa,HIV incidence,Site,15,49,59,381,0.15486,,,,,,Female only,Community,,,,"
Excluding ANC",2014,2014,"
Overport Clinic Data"
Londisizwe Research Centre,South Africa,TB incidence,Site,0,5,0,8,0,,,,,,Both,Community,,,,,2014,2014,"
Overport Clinic Data"
Londisizwe Research Centre,South Africa,TB incidence,Site,0,100,13,285,0.04561,,SS+,,,,Both,Community,,,,"
  ",2014,2014,"
Overport Clinic Data"
Londisizwe Research Centre,South Africa,TB incidence,Site,15,100,0,301,0,,,,,,Female only,ANC screening,,,,,2014,2014,"
Overport Clinic Data"
Londisizwe Research Centre,South Africa,TB incidence,Site,0,100,13,102,0.12745,,,,,,Both,HIV+ population,,,,"
New HIV+ patients",2014,2014,"
Overport Clinic Data"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00006,,SS+,,,,Both,Community,,,,"
In Wardha District
Percent ranges from 0.006-0.184%",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00006,,SS+,SS-,,,Both,Community,,,,"
In Wardha District
Percent ranges from 0.006-0.214%",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00184,,SS+,,,,Both,Community,,,,"
In Arvi DMC",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00054,,SS+,,,,Both,Community,,,,"
Among Arvi residents",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00055,,SS+,,,,Both,Community,,,,"
Among Jalgaon residents",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00118,,SS+,,,,Both,Community,,,,"
In Hinganhat",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00069,,SS+,,,,Both,Community,,,,"
Among Hinganhat residents",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.00057,,SS+,,,,Both,Community,,,,"
In 3rd highest reported district",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,100,86,4805,0.0179,,"Definite (e.g., culture positive)",PTB,,,Both,Community,,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,100,25,86,0.2907,,"Definite (e.g., culture positive)",PTB,,,Female only,TB patients (notified cases),,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,100,61,86,0.7093,,"Definite (e.g., culture positive)",PTB,,,Male only,TB patients (notified cases),,,,"
",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,24,14,564,0.02482,,"Definite (e.g., culture positive)",PTB,,,Both,Community,,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,25,34,10,808,0.01238,,"Definite (e.g., culture positive)",PTB,,,Both,Community,,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,35,44,14,1008,0.01389,,"Definite (e.g., culture positive)",PTB,,,Both,Community,,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,45,54,15,787,0.01906,,"Definite (e.g., culture positive)",PTB,,,Both,Community,,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,55,64,16,683,0.02343,,"Definite (e.g., culture positive)",PTB,,,Both,Community,,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,65,100,17,955,0.0178,,"Definite (e.g., culture positive)",PTB,,,Both,Community,,,,"
  ",2007,2009,"
Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
"
Makerere University (Iganga-Mayuge DSS),Uganda,HIV prevalence,Site,12,18,1,8,0.125,,,,,,Both,TB patients (undefined),Trial (epidemiological),,,"
  ",2009,2009,"
Site data/ACS (Waako)"
Makerere University (Iganga-Mayuge DSS),Uganda,HIV prevalence,Site,12,18,0,13,0,,,,,,Both,TB patients (incident cases),,,,"
  ",2009,2011,"
Site data/ACS (Waako)"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI incidence - TST,Site,12,18,582,3494,0.16657,,,,,,Both,Community,,,,"
HIV- TST =>10 mm
HIV+ TST =>5 mm",2009,2011,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,0,0,300,2500,0.12,,,,,,Both,Trial (epidemiological),,,,"
TST induration =>10mm",2012,2012,"
NTM presentation"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,0,0,8,37,0.21622,,,,,,Both,Trial (epidemiological),,,,"
TST induration =>10mm",2012,2012,"
NTM presentation"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,12,18,25,214,0.11682,,,,,,Both,Trial (epidemiological),,,,"
TST induration =>10mm",2009,2009,"
NTM presentation"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,0,5,265,368,0.72011,,,,,,Both,Community,,,,"
TST induration =>10mm",2009,2009,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,5,15,241,415,0.58072,,,,,,Both,Community,,,,"
TST induration =>10mm",2009,2009,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,15,100,489,644,0.75932,,,,,,Both,Community,,,,"
TST induration =>10mm",2009,2009,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,12,18,796,4974,0.16003,,,,,,Both,Community,,,,"
TST induration =>10mm",2009,2009,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,12,14,302,2328,0.12973,,,,,,Both,Community,,,,"
TST induration =>10mm",2009,2009,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,15,16,248,1473,0.16836,,,,,,Both,Community,,,,"
TST induration =>10mm",2009,2009,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,17,18,246,1173,0.20972,,,,,,Both,Community,,,,"
TST induration =>10mm",2009,2009,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,TB incidence,Site,0,2,,2500,0.00022,,"Definite (e.g., culture positive)",,,,Both,Trial (epidemiological),,,,"
Percent estimated from pys",2012,2012,"
NTM presentation"
Makerere University (Iganga-Mayuge DSS),Uganda,TB incidence,Site,12,18,13,5000,0.00235,Percent estimated from pys calculation,,,,,Both,Trial (epidemiological),,,,"
5527 pys",2009,2011,"
Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,TB incidence,Site,0,2,,2500,0.00615,Percent estimated from pys calculation,"Probable (e.g., clinically diagnosed)",,,,Both,Trial (epidemiological),,,,"
  ",2012,2012,"
NTM presentation"
Makerere University (Iganga-Mayuge DSS),Uganda,TB prevalence,Site,12,18,8,5000,0.0016,,,,,,Both,Trial (epidemiological),,,,,2009,2011,"
Site data/ACS (Waako)"
Molepolole,Botswana,TB incidence,Site,0,4,99,26613,0.00372,Denominator estimated from percent and numerator,Registered/notified,,,,Both,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,5,9,54,30508,0.00177,Denominator estimated from percent and numerator,Registered/notified,,,,Both,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,10,14,28,29474,0.00095,Denominator estimated from percent and numerator,Registered/notified,,,,Both,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,0,4,68,26054,0.00261,Denominator estimated from percent and numerator,Registered/notified,,,,Both,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,5,9,35,31250,0.00112,Denominator estimated from percent and numerator,Registered/notified,,,,Both,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation
"
Molepolole,Botswana,TB incidence,Site,10,14,27,29032,0.00093,Denominator estimated from percent and numerator,Registered/notified,,,,Both,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,0,4,61,26613,0.00229,Denominator estimated from percent and numerator,Registered/notified,,,,Male only,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,0,4,38,26613,0.00286,Denominator estimated from percent and numerator,Registered/notified,,,,Female only,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,5,9,28,30508,0.00092,Denominator estimated from percent and numerator,Registered/notified,,,,Male only,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,5,9,26,30508,0.00085,Denominator estimated from percent and numerator,Registered/notified,,,,Female only,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,10,14,7,29474,0.00024,Denominator estimated from percent and numerator,Registered/notified,,,,Male only,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,10,14,21,29474,0.00071,Denominator estimated from percent and numerator,Registered/notified,,,,Female only,Community,,,0.7,"
In Kweneng",2009,2009,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,0,4,35,26054,0.00134,Denominator estimated from percent and numerator,Registered/notified,,,,Male only,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,0,4,33,26054,0.00127,Denominator estimated from percent and numerator,Registered/notified,,,,Female only,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,5,9,17,31250,0.00054,Denominator estimated from percent and numerator,Registered/notified,,,,Male only,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,5,9,18,31250,0.00058,Denominator estimated from percent and numerator,Registered/notified,,,,Female only,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,10,14,13,29032,0.00045,Denominator estimated from percent and numerator,Registered/notified,,,,Male only,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
Molepolole,Botswana,TB incidence,Site,10,14,14,29032,0.00048,Denominator estimated from percent and numerator,Registered/notified,,,,Female only,Community,,,0.7,"
In Kweneng",2008,2008,"
Site presentation"
MRC Masaka,Uganda,HIV incidence,Site,16,50,38,746,0.05094,,,,,,Female only,Trial (clinical),,,,,2009,2009,"
Crook 2014 Injectable and oral contraceptives and risk of HIV acquisition in women: an analysis of data from the MDP301 trial"
MRC Unit,Gambia,HIV prevalence,Site,15,100,46,1984,0.02319,,,,,,Both,LTBI+ population,,,,"
Non-progressors",2002,2004,"
Hill 2008 Incidence of Tuberculosis and the Predictive Value of ELISPOT and Mantoux Tests in Gambian Case Contacts"
MRC Unit,Gambia,HIV prevalence,Site,15,100,3,25,0.12,,,,,,Both,LTBI+ population,,,,"
Progressors",2002,2004,"
Hill 2008 Incidence of Tuberculosis and the Predictive Value of ELISPOT and Mantoux Tests in Gambian Case Contacts"
MRC Unit,Gambia,TB incidence,Site,15,100,26,2348,0.00603,Percent estimated from pys calculation,,,,,Both,High-risk population (HHC),,,,"
4312 pys",2002,2004,"
Hill 2008 Incidence of Tuberculosis and the Predictive Value of ELISPOT and Mantoux Tests in Gambian Case Contacts"
MRC Unit,Gambia,TB incidence,Site,15,100,159,368,0.03197,Percent estimated from pys calculation,,,,,Both,HIV+ population,,,,"
Percent calculated from 4973 pys",1992,2001,"
Sande 2004 Incidence of tuberculosis and survival after its diagnosis in patients infected with HIV-1 and HIV-2"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,100,,,0.62,,,,,,Both,HIV+ population,TB patients (undefined),,,,2014,2014,"
PQV"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,100,,,0.021,,,,,,Both,HIV+ population,TB patients (undefined),,,,2013,2013,"
PQV"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,District,15,49,151,1158000,0.00013,Numerator estimated from percent and denominator,,,,,Both,Community,,,,,2014,2014,"
PQV"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,100,,,0.016,,,,,,Both,TB patients (incident cases),,,,"
  ",2014,2014,"
PQV"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,0,66,3474,0.019,Numerator estimated from percent and denominator,,,,,Both,Community,,,,"
MTCT",2014,2014,"
PQV"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,27,47,5,152,0.03289,,,,,,Both,TB patients (receiving treatment),,,,"
   ",2010,2012,"
Kipiani 2014 Significant clinical impact of a rapid molecular diagnostic test (genotype MTBDRplus assay) to detect multidrug-resistant tuberculosis"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,18,55,67,1554,0.04311,,,,,,Both,TB patients (receiving treatment),,,,"
  ",2009,2012,"
Magee 2014 Diabetes mellitus, smoking status, and rate of sputum culture conversion in patients with multidrug-resistant tuberculosis: a cohort study from the country of Georgia"
National Center for TB and Lung Diseases,Georgia,LTBI prevalence - TST,Site,0,100,7,17,0.41176,,,,,,Both,TB patients (incident cases),,,,"
TST => 5 mm",2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011"
National Center for TB and Lung Diseases,Georgia,TB incidence,District,0,100,1112,1158000,0.00096,Numerator estimated from percent and denominator,Default/retreatment,New,,,Both,Community,,,,"
In City Tbilisi",2014,2014,"
PQV"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,0,100,17,839,0.02026,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Both,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,0,100,7,362,0.01934,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Male only,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011
"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,0,100,10,477,0.02096,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Female only,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011
"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,0,4,4,129,0.03101,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Both,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011
"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,5,14,1,192,0.00521,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Both,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011
"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,15,24,6,142,0.04225,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Both,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011
"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,25,34,4,109,0.0367,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Both,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011
"
National Center for TB and Lung Diseases,Georgia,TB incidence,Site,35,100,2,267,0.00749,,"Definite (e.g., culture positive)","Probable (e.g., clinically diagnosed)",,,Both,Community,,,,,2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011
"
