Organization_Site,Country,Data_type,Data_level,Age_range_low,Age_range_high,Numerator,Denominator,Percent,Estimates,TB Type,Gender,Population,CDR,Comments,Data_Year_Min,Data_Year_Max,Data_source
KID CRU,South Africa,HIV prevalence,Site,0,0,0,14,0.0000,,,Both,Trial (clinical),,"
?Cohort 4; age 84-98 days",2015 05 22,2015 05 22,"
?C-015-404"
KID CRU,South Africa,HIV prevalence,Site,0,0,0,5,0.0000,,,Both,Trial (clinical),,"
?Cohort 5; age 84-98 days",2015 07 15,2015 07 15,"
?C-015-404"
KID CRU,South Africa,LTBI prevalence - IGRA,Site,0,0,0,9,0.0000,,,Both,Trial (clinical),,"
?Cohort 1; age 168-196 days",2015 05 22,2015 05 22,"
?C-015-404"
KID CRU,South Africa,LTBI prevalence - IGRA,Site,0,0,0,5,0.0000,,,Both,Trial (clinical),,"
?Cohort 2; age 168-196 days",2015 05 22,2015 05 22,"
?C-015-404"
KID CRU,South Africa,LTBI prevalence - IGRA,Site,0,0,0,8,0.0000,,,Both,Trial (clinical),,"
?Cohort 3A; age 168-189 days",2015 05 22,2015 05 22,"
?C-015-404"
KID CRU,South Africa,LTBI prevalence - IGRA,Site,0,0,1,22,0.0455,,,Both,Trial (clinical),,"
?Cohort 3B; age 168-189 days; no age data to determine mean age of infection",2015 05 22,2015 05 22,"
?C-015-404"
KID CRU,South Africa,LTBI prevalence - IGRA,Site,0,0,0,14,0.0000,,,Both,Trial (clinical),,"
?Cohort 4; age 84-98 days",2015 05 22,2015 05 22,"
?C-015-404"
KID CRU,South Africa,LTBI prevalence - IGRA,Site,0,0,0,5,0.0000,,,Both,Trial (clinical),,"
?Cohort 5; age 84-98 days",2015 07 15,2015 07 15,"
C-015-404"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,887,"789,585",0.0011,,,Both,Community,,"
?In La Paz",2012,2012,"
?Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,668,"896,000",0.0008,,,Both,Community,,"
?In El Alto",2012,2012,"
?Site data"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,533,"789,585",0.0007,,,Male only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,354,"789,585",0.0005,,,Female only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,318,"789,585",0.0004,,SS+,Both,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,198,"789,585",0.0003,,SS+,Male only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,120,"789,585",0.0002,,SS+,Female only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,168,"789,585",0.0002,,SS-,Both,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,100,"789,585",0.0001,,SS-,Male only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,68,"789,585",0.0001,,SS-,Female only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,401,"789,585",0.0005,,EPTB,Both,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,166,"789,585",0.0002,,EPTB,Male only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,235,"789,585",0.0003,,,Female only,Community,,"
?In La Paz",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,416,"896,000",0.0005,,,Male only,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,252,"896,000",0.0003,,,Female only,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,400,"896,000",0.0005,,SS+,Both,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,245,"896,000",0.0003,,SS+,Male only,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,155,"896,000",0.0002,,SS+,Female only,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,59,"896,000",0.0001,,SS-,Both,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,42,"896,000",0.0001,,SS-,Male only,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,17,"896,000",0.0000,,SS-,Female only,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,209,"896,000",0.0002,,EPTB,Both,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,129,"896,000",0.0001,,EPTB,Male only,Community,,"
?In El Alto",2012,2012,"
Site data?"
La Paz,Bolivia (Plurinational State of),TB incidence,District,0,100,80,"896,000",0.0001,,EPTB,Female only,Community,,"
?In El Alto",2012,2012,"
Site data?"
Londisizwe Research Centre,South Africa,HIV incidence,Site,15,49,85,608,0.1398,,,Both,Community,,"
?Excluding ANC",2014,2014,"
Overport Clinic Data?"
Londisizwe Research Centre,South Africa,HIV incidence,Site,15,49,26,227,0.1145,,,Male only,Community,,,2014,2014,"
Overport Clinic Data?"
Londisizwe Research Centre,South Africa,HIV incidence,Site,15,49,59,381,0.1549,,,Female only,Community,,"
?Excluding ANC",2014,2014,"
Overport Clinic Data?"
Londisizwe Research Centre,South Africa,TB incidence,Site,0,5,0,8,0.0000,,,Both,Community,,,2014,2014,"
?Overport Clinic Data"
Londisizwe Research Centre,South Africa,TB incidence,Site,0,100,13,285,0.0456,,SS+,Both,Community,,"
  ",2014,2014,"
Overport Clinic Data?"
Londisizwe Research Centre,South Africa,TB incidence,Site,15,100,0,301,0.0000,,,Female only,ANC screening,,,2014,2014,"
Overport Clinic Data?"
Londisizwe Research Centre,South Africa,TB incidence,Site,0,100,13,102,0.1275,,,Both,HIV+ population,,"
?New HIV+ patients",2014,2014,"
Overport Clinic Data?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0001,,SS+,Both,Community,,"
?In Wardha District
Percent ranges from 0.006-0.184%",2011,2011,"
Site presentation?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0001,,SS+;#SS-,Both,Community,,"
?In Wardha District
Percent ranges from 0.006-0.214%",2011,2011,"
Site presentation?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0018,,SS+,Both,Community,,"
?In Arvi DMC",2011,2011,"
Site presentation?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0005,,SS+,Both,Community,,"
Among Arvi residents",2011,2011,"
Site presentation?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0006,,SS+,Both,Community,,"
Among Jalgaon residents",2011,2011,"
Site presentation?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0012,,SS+,Both,Community,,"
?In Hinganhat",2011,2011,"
Site presentation?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0007,,SS+,Both,Community,,"
A?mong Hinganhat residents",2011,2011,"
Site presentation?"
Mahatma Ghandi Institute of Medical Sciences,India,TB incidence,Site,0,100,,,0.0006,,SS+,Both,Community,,"
I?n 3rd highest reported district",2011,2011,"
Site presentation"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,100,86,"4,805",0.0179,,"Definite (e.g., culture positive);#PTB",Both,Community,,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,100,25,86,0.2907,,"Definite (e.g., culture positive);#PTB",Female only,TB patients (notified cases),,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,100,61,86,0.7093,,"Definite (e.g., culture positive);#PTB",Male only,TB patients (notified cases),,"
?",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
?"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,15,24,14,564,0.0248,,"Definite (e.g., culture positive);#PTB",Both,Community,,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,25,34,10,808,0.0124,,"Definite (e.g., culture positive);#PTB",Both,Community,,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
?"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,35,44,14,"1,008",0.0139,,"Definite (e.g., culture positive);#PTB",Both,Community,,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
?"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,45,54,15,787,0.0191,,"Definite (e.g., culture positive);#PTB",Both,Community,,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
?"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,55,64,16,683,0.0234,,"Definite (e.g., culture positive);#PTB",Both,Community,,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
?"
Mahatma Ghandi Institute of Medical Sciences,India,TB prevalence,Site,65,100,17,955,0.0178,,"Definite (e.g., culture positive);#PTB",Both,Community,,"
  ",2007,2009,"
?Narang 2015 Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India 
?"
Makerere University (Iganga-Mayuge DSS),Uganda,HIV prevalence,Site,12,18,1,8,0.1250,,,Both,TB patients (undefined);#Trial (epidemiological),,"
  ",2009,2009,"
Site data/ACS (Waako)?"
Makerere University (Iganga-Mayuge DSS),Uganda,HIV prevalence,Site,12,18,0,13,0.0000,,,Both,TB patients (incident cases),,"
  ",2009,2011,"
Site data/ACS (Waako)?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI incidence - TST,Site,12,18,582,"3,494",0.1666,,,Both,Community,,"
?HIV- TST =>10 mm
HIV+ TST =>5 mm",2009,2011,"
Site data?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,0,0,300,"2,500",0.1200,,,Both,Trial (epidemiological),,"
?TST induration =>10mm",2012,2012,"
NTM presentation?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,0,0,8,37,0.2162,,,Both,Trial (epidemiological),,"
?TST induration =>10mm",2012,2012,"
?NTM presentation"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,12,18,25,214,0.1168,,,Both,Trial (epidemiological),,"
?TST induration =>10mm",2009,2009,"
NTM presentation?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,0,5,265,368,0.7201,,,Both,Community,,"
?TST induration =>10mm",2009,2009,"
Site data?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,5,15,241,415,0.5807,,,Both,Community,,"
?TST induration =>10mm",2009,2009,"
Site data?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,15,100,489,644,0.7593,,,Both,Community,,"
?TST induration =>10mm",2009,2009,"
Site data?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,12,18,796,"4,974",0.1600,,,Both,Community,,"
?TST induration =>10mm",2009,2009,"
?Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,12,14,302,"2,328",0.1297,,,Both,Community,,"
?TST induration =>10mm",2009,2009,"
Site data?"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,15,16,248,"1,473",0.1684,,,Both,Community,,"
?TST induration =>10mm",2009,2009,"
??Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,LTBI prevalence - TST,Site,17,18,246,"1,173",0.2097,,,Both,Community,,"
?TST induration =>10mm",2009,2009,"
??Site data"
Makerere University (Iganga-Mayuge DSS),Uganda,TB incidence,Site,0,2,,"2,500",0.0002,,"Definite (e.g., culture positive)",Both,Trial (epidemiological),,"
Percent estimated from pys",2012,2012,"
NTM presentation?"
Makerere University (Iganga-Mayuge DSS),Uganda,TB incidence,Site,12,18,13,"5,000",0.0024,Percent estimated from pys calculation,,Both,Trial (epidemiological),,"
5527 pys",2009,2011,"
Site data?"
Makerere University (Iganga-Mayuge DSS),Uganda,TB incidence,Site,0,2,,"2,500",0.0062,Percent estimated from pys calculation,"Probable (e.g., clinically diagnosed)",Both,Trial (epidemiological),,"
  ",2012,2012,"
NTM presentation?"
Makerere University (Iganga-Mayuge DSS),Uganda,TB prevalence,Site,12,18,8,"5,000",0.0016,,,Both,Trial (epidemiological),,,2009,2011,"
??Site data/ACS (Waako)"
Molepolole,Botswana,TB incidence,Site,0,4,99,"26,613",0.0037,Denominator estimated from percent and numerator,Registered/notified,Both,Community,70%,"
?In Kweneng",2009,2009,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,5,9,54,"30,508",0.0018,Denominator estimated from percent and numerator,Registered/notified,Both,Community,70%,"
?In Kweneng",2009,2009,"
Site presentation??"
Molepolole,Botswana,TB incidence,Site,10,14,28,"29,474",0.0010,Denominator estimated from percent and numerator,Registered/notified,Both,Community,70%,"
??In Kweneng",2009,2009,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,0,4,68,"26,054",0.0026,Denominator estimated from percent and numerator,Registered/notified,Both,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,5,9,35,"31,250",0.0011,Denominator estimated from percent and numerator,Registered/notified,Both,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?
"
Molepolole,Botswana,TB incidence,Site,10,14,27,"29,032",0.0009,Denominator estimated from percent and numerator,Registered/notified,Both,Community,70%,"
?In Kweneng",2008,2008,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,0,4,61,"26,613",0.0023,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
?In Kweneng",2009,2009,"
?Site presentation"
Molepolole,Botswana,TB incidence,Site,0,4,38,"26,613",0.0029,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
?In Kweneng",2009,2009,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,5,9,28,"30,508",0.0009,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
In Kweneng?",2009,2009,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,5,9,26,"30,508",0.0009,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
In Kweneng?",2009,2009,"
?Site presentation"
Molepolole,Botswana,TB incidence,Site,10,14,7,"29,474",0.0002,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
?In Kweneng",2009,2009,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,10,14,21,"29,474",0.0007,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
In Kweneng?",2009,2009,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,0,4,35,"26,054",0.0013,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,0,4,33,"26,054",0.0013,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,5,9,17,"31,250",0.0005,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,5,9,18,"31,250",0.0006,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,10,14,13,"29,032",0.0005,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?"
Molepolole,Botswana,TB incidence,Site,10,14,14,"29,032",0.0005,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
In Kweneng?",2008,2008,"
Site presentation?"
MRC Masaka,Uganda,HIV incidence,Site,16,50,38,746,0.0509,,,Female only,Trial (clinical),,,2009,2009,"
?Crook 2014 Injectable and oral contraceptives and risk of HIV acquisition in women: an analysis of data from the MDP301 trial"
MRC Unit,Gambia,HIV prevalence,Site,15,100,46,"1,984",0.0232,,,Both,LTBI+ population,,"
?Non-progressors",2002,2004,"
?Hill 2008 Incidence of Tuberculosis and the Predictive Value of ELISPOT and Mantoux Tests in Gambian Case Contacts"
MRC Unit,Gambia,HIV prevalence,Site,15,100,3,25,0.1200,,,Both,LTBI+ population,,"
?Progressors",2002,2004,"
?Hill 2008 Incidence of Tuberculosis and the Predictive Value of ELISPOT and Mantoux Tests in Gambian Case Contacts"
MRC Unit,Gambia,TB incidence,Site,15,100,26,"2,348",0.0060,Percent estimated from pys calculation,,Both,High-risk population (HHC),,"
4312 pys",2002,2004,"
?Hill 2008 Incidence of Tuberculosis and the Predictive Value of ELISPOT and Mantoux Tests in Gambian Case Contacts"
MRC Unit,Gambia,TB incidence,Site,15,100,159,368,0.0320,Percent estimated from pys calculation,,Both,HIV+ population,,"
?Percent calculated from 4973 pys",1992,2001,"
?Sande 2004 Incidence of tuberculosis and survival after its diagnosis in patients infected with HIV-1 and HIV-2"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,100,,,0.6200,,,Both,HIV+ population;#TB patients (undefined),,,2014,2014,"
PQV?"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,100,,,0.0210,,,Both,HIV+ population;#TB patients (undefined),,,2013,2013,"
PQV?"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,District,15,49,151,"1,158,000",0.0001,Numerator estimated from percent and denominator,,Both,Community,,,2014,2014,"
?PQV"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,100,,,0.0160,,,Both,TB patients (incident cases),,"
  ",2014,2014,"
??PQV"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,0,0,66,"3,474",0.0190,Numerator estimated from percent and denominator,,Both,Community,,"
?MTCT",2014,2014,"
PQV?"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,27,47,5,152,0.0329,,,Both,TB patients (receiving treatment),,"
   ",2010,2012,"
Kipiani 2014 Significant clinical impact of a rapid molecular diagnostic test (genotype MTBDRplus assay) to detect multidrug-resistant tuberculosis ?"
National Center for TB and Lung Diseases,Georgia,HIV prevalence,Site,18,55,67,"1,554",0.0431,,,Both,TB patients (receiving treatment),,"
  ",2009,2012,"
?Magee 2014 Diabetes mellitus, smoking status, and rate of sputum culture conversion in patients with multidrug-resistant tuberculosis: a cohort study from the country of Georgia"
National Center for TB and Lung Diseases,Georgia,LTBI prevalence - TST,Site,0,100,7,17,0.4118,,,Both,TB patients (incident cases),,"
TST => 5 mm",2010,2011,"
Chakhaia 2014 High utility of contact investigation for latent and active tuberculosis case detection among the contacts: a retrospective cohort study in Tbilisi, Georgia, 2010-2011"
